Department,Term,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,SemesterLength,Building,RoomNumber,MeetingStart,MeetingDurationMinutes,MeetingEnd,ShortTitle,Faculty,SectionStatus,InstructionalMethod,DeliveryMode,Group,Comments,LastEditTimestamp
"Computer Science",FA,"DATA",102,C,100,2, 2,"SB 372","TTH","2:10PM - 3:50PM",,,First,"SB","372","2:10 PM","100","3:50 PM","Foundations of Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:13:30-04:00"
"Computer Science",SP,"DATA",102,C,100,2, 2,"SB 372","TTH","2:10PM - 3:50PM",,,First,"SB","372","2:10 PM","100","3:50 PM","Foundations of Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:18:33-04:00"
"Computer Science",FA,"DATA",102,D,100,2, 2,"SB 372","TTH","6:30PM - 8:10PM",,,First,"SB","372","6:30 PM","100","8:10 PM","Foundations of Data Science and Analytics","Jim Momeyer","Active","LEC","","","","2022-09-13T16:13:35-04:00"
"Computer Science",SP,"DATA",102,D,100,2, 2,"SB 372","TTH","6:30PM - 8:10PM",,,First,"SB","372","6:30 PM","100","8:10 PM","Foundations of Data Science and Analytics","Jim Momeyer","Active","LEC","","","","2022-09-13T16:18:38-04:00"
"Computer Science",FA,"DATA",103,A,100,2, 2,"SB 372","TTH","8:00AM - 9:40AM",,,Second,"SB","372","8:00 AM","100","9:40 AM","Exploratory Data Science and Analytics","Cancelled","Active","LEC","","","","2022-09-13T16:12:34-04:00"
"Computer Science",SP,"DATA",103,A,100,2, 2,"SB 372","MWF","9:15AM - 10:20AM",,,Second,"SB","372","9:15 AM","65","10:20 AM","Exploratory Data Science and Analytics","Monica Groenenboom","","","","","Monica is busy with ENGR labs all day Thursday.
Set as on-hold? we may not have the enrollment.","2023-05-19T09:16:28-04:00"
"Computer Science",FA,"DATA",103,B,100,2, 2,"SB 372","TTH","12:15PM - 1:55PM",,,Second,"SB","372","12:15 PM","100","1:55 PM","Exploratory Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:13:25-04:00"
"Computer Science",SP,"DATA",103,B,100,2, 2,"SB 372","TTH","12:15PM - 1:55PM",,,Second,"SB","372","12:15 PM","100","1:55 PM","Exploratory Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:18:28-04:00"
"Computer Science",FA,"DATA",103,C,100,2, 2,"SB 372","TTH","2:10PM - 3:50PM",,,Second,"SB","372","2:10 PM","100","3:50 PM","Exploratory Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:13:30-04:00"
"Computer Science",SP,"DATA",103,C,100,2, 2,"SB 372","TTH","2:10PM - 3:50PM",,,Second,"SB","372","2:10 PM","100","3:50 PM","Exploratory Data Science and Analytics","Brenda VanderLinden","Active","LEC","","","","2022-09-13T16:18:33-04:00"
"Computer Science",FA,"DATA",103,D,100,2, 2,"SB 372","TTH","6:30PM - 8:10PM",,,Second,"SB","372","6:30 PM","100","8:10 PM","Exploratory Data Science and Analytics","Jim Momeyer","Active","LEC","","","","2022-09-13T16:13:35-04:00"
"Computer Science",SP,"DATA",103,D,100,2, 2,"SB 372","TTH","6:30PM - 8:10PM",,,Second,"SB","372","6:30 PM","100","8:10 PM","Exploratory Data Science and Analytics","Jim Momeyer","Active","LEC","","","","2022-09-13T16:18:38-04:00"
"Computer Science",FA,"DATA",202,A,200,4, 4,"NH 253","MWF","8:00AM - 9:05AM",,,Full,"NH","253","8:00 AM","65","9:05 AM","Predictive Analytics","Kenneth C Arnold","","","","","","2022-12-09T17:36:37-05:00"
"Computer Science",FA,"DATA",202,B,200,4, 4,"NH 253","MWF","9:15AM - 10:20AM",,,Full,"NH","253","9:15 AM","65","10:20 AM","Predictive Analytics","Fernando Pasquini Santos","","LEC","","","","2022-11-25T12:06:59-05:00"
"Computer Science",FA,"DATA",396,A,300,2, 0,"SB 382","T","6:30PM - 7:20PM",,,Full,"SB","382","6:30 PM","50","7:20 PM","Senior Project in Data Science","Keith VanderLinden","","","","","","2023-05-19T14:04:14-04:00"
"Computer Science",SP,"DATA",398,A,300,2, 0,"SB 382","T","6:30PM - 7:20PM",,,Full,"SB","382","6:30 PM","50","7:20 PM","Senior Project in Data Science II","Keith VanderLinden","","","","","","2023-05-19T14:05:09-04:00"
"Computer Science",FA,"DATA",501,A,500,2, 2,"","","",,,First,"","","","","","Data Wrangling","Cancelled","","","","","","2022-11-24T12:35:39-05:00"
"Computer Science",FA,"DATA",502,A,500,2, 2,"","","",,,Second,"","","","","","Introduction to Machine Learning","Cancelled","","","","","","2022-11-24T12:36:48-05:00"
"Computer Science",SP,"DATA",510,A,500,2, 2,"","","",,,First,"","","","","","Ethics for Data Science","Staff","","","","","","2022-11-24T12:32:13-05:00"
"Computer Science",SU,"DATA",539,A,500,2, 2,"","","",,,Second,"","","","","","Administering Cloud Services","Christopher Wieringa","","","","","","2023-01-25T14:16:32-05:00"
"Computer Science",SP,"DATA",562,A,500,4, 4,"","","",,,Full,"","","","","","Systems Engineering for Data Science","Keith VanderLinden","","","","","","2022-11-24T12:33:33-05:00"
"Computer Science",SU,"DATA",696,A,600,2, 2,"","","",,,Full,"","","","","","Project in Data Science","Staff","","On-line","","","","2022-11-24T12:52:05-05:00"
"Shadow",SP,"CS",214-S,C-S,200,0, 0,"SB 354","MTH","6:30PM - 8:20PM",,,Full,"SB","354","6:30 PM","110","8:20 PM","Programming Lang Concepts","Shadow-Gold","","","","","","2022-12-15T14:42:36-05:00"
"Shadow",FA,"CS",332-S,A-S,300,0, 0,"SB 354
SB 354","MWF
MWF","9:15AM - 10:20AM
9:15AM - 10:20AM",,,First,"SB
SB","354
354","9:15 AM
9:15 AM","65
65","10:20 AM
10:20 AM","Advanced Networking","Shadow-Gold","","","","","","2022-12-09T17:29:13-05:00"
"Shadow",FA,"CS",336-S,A-S,300,0, 0,"SB 354","MWF","11:00AM - 12:05PM",,,Full,"SB","354","11:00 AM","65","12:05 PM","Web Development","Shadow-Gold","","","","","","2022-12-10T13:10:04-05:00"
"Shadow",SP,"CS",338-S,A-S,300,0, 0,"SB 354","MWF","8:00AM - 9:05AM",,,First,"SB","354","8:00 AM","65","9:05 AM","System Administration: Infrastructure","Shadow-Maroon","","","","","","2022-12-10T13:19:10-05:00"
"Shadow",SP,"CS",339-S,A-S,300,0, 0,"SB 354","MWF","8:00AM - 9:05AM",,,Second,"SB","354","8:00 AM","65","9:05 AM","System Administration: Cloud Services","Shadow-Maroon","","","","","","2022-12-10T13:18:32-05:00"
"Shadow",SP,"CS",354-S,A-S,300,0, 0,"SB 372","TTH","8:00AM - 9:40AM",,,Second,"SB","372","8:00 AM","100","9:40 AM","Database Management Systems","Shadow-Gold","","","","","","2023-09-19T16:24:46-04:00"
"Shadow",SP,"CS",372-S,A-S,300,0, 0,"SB 354","MWF","11:00AM - 12:05PM",,,First,"SB","354","11:00 AM","65","12:05 PM","Computer Graphics","Shadow-Gold","","","","","","2022-12-10T13:43:53-05:00"
"Shadow",FA,"CS",374-S,A-S,300,0, 0,"SB 354","MWF","9:15AM - 10:20AM",,,Second,"SB","354","9:15 AM","65","10:20 AM","High-Performance Computing","Shadow-Gold","","","","","","2022-12-16T15:20:21-05:00"
"Shadow",SP,"CS",374-S,A-S,300,0, 0,"SB 354","MWF","12:15PM - 1:20PM",,,Second,"SB","354","12:15 PM","65","1:20 PM","High-Performance Computing","Shadow-Gold","","","","","","2022-12-10T13:36:25-05:00"
"Shadow",SP,"CS",375-S,A-S,300,0, 0,"SB 354","MWF","9:15AM - 10:20AM",,,First,"SB","354","9:15 AM","65","10:20 AM","Artificial Intelligence","Shadow-Gold","","","","","","2022-12-10T13:42:56-05:00"
"Shadow",SP,"CS",375-S,B-S,300,0, 0,"SB 372","MWF","11:00AM - 12:05PM",,,First,"SB","372","11:00 AM","65","12:05 PM","Artificial Intelligence","Shadow-Gold","","","","","","2023-12-15T10:46:53-05:00"
"Shadow",SP,"CS",376-S,A-S,300,0, 0,"SB 354","MWF","9:15AM - 10:20AM",,,Second,"SB","354","9:15 AM","65","10:20 AM","Machine Learning","Shadow-Gold","","","","","","2022-12-10T13:54:27-05:00"
"Shadow",SP,"CS",376-S,B-S,300,0, 0,"SB 372","MWF","11:00AM - 12:05PM",,,Second,"SB","372","11:00 AM","65","12:05 PM","Machine Learning","Shadow-Gold","","","","","","2023-12-15T10:47:45-05:00"
"Shadow",FA,"DATA",202-S,A-S,200,0, 0,"SB 372","MWF","8:00AM - 9:05AM",,,Full,"SB","372","8:00 AM","65","9:05 AM","Predictive Analytics","Shadow-Maroon","","","","","","2022-12-10T13:39:21-05:00"
"Shadow",FA,"DATA",202-S,B-S,200,0, 0,"SB 372","MWF","9:15AM - 10:20AM",,,Full,"SB","372","9:15 AM","65","10:20 AM","Predictive Analytics","Shadow-Maroon","","","","","","2022-12-09T18:02:46-05:00"
